YR--MODAHRMN DIR SPD 
201706211253 160   6 
201706211353 160   8 
201706211453 170   6 
201706211454 170   6 
201706211553 180   8 
201706211653 160  11 
201706211753 150   9 
201706211853 990   7 
201706211953 180   9 
201706212053 150   8 
201706212153 990   3 
201706212253 310   6 
201706212353 990   3 
201706220053 990   7 
201706220153 290   5 
201706220253 990   3 
201706220353 ***   0 
201706220453 200   5 
201706220553 ***   0 
201706220653 ***   0 
201706220753 ***   0 
201706220759 *** *** 
201706220853 160   5 
201706220953 190   3 
201706221053 ***   0 
201706221153 ***   0 
201706221253 ***   0 
201706221353 140   5 
201706221453 150   5 
201706221553 ***   0 
201706221653 170   6 
201706221753 280   5 
201706221853 290   6 
201706221953 990   9 
201706222053 300   8 
201706222153 280  10 
201706222253 260   9 
201706222353 990   8 
201706230053 300   6 
201706230153 300   7 
201706230253 ***   0 
201706230353 ***   0 
201706230453 240   5 
201706230553 ***   0 
201706230653 ***   0 
201706230753 ***   0 
201706230759 *** *** 
201706230853 ***   0 
201706230953 ***   0 
201706231053 ***   0 
201706231153 ***   0 
201706231253 ***   0 
201706231353 ***   0 
201706231453 020   6 
201706231553 330   5 
201706231653 300   7 
201706231753 340   7 
201706231853 990   7 
201706231953 990   8 
201706232019 990   8 
201706232053 990   8 
201706232153 990   6 
201706232253 270   9 
201706232353 ***   0 
201706240053 270   7 
201706240153 ***   0 
201706240253 170   3 
201706240353 ***   0 
201706240453 ***   0 
201706240553 ***   0 
201706240653 ***   0 
201706240753 ***   0 
201706240759 *** *** 
201706240853 ***   0 
201706240953 ***   0 
201706241053 ***   0 
201706241153 010   3 
201706241253 ***   0 
201706241353 350   5 
201706241453 350   3 
201706241553 350   5 
201706241653 020   7 
201706241753 010   7 
201706241853 270   6 
201706241953 300   7 
201706242053 260   8 
201706242153 290   7 
201706242253 990   5 
201706242353 290   8 
201706250053 270   7 
201706250153 280   5 
201706250253 ***   0 
201706250353 ***   0 
201706250453 ***   0 
201706250553 ***   0 
201706250653 ***   0 
201706250753 ***   0 
201706250759 *** *** 
201706250853 ***   0 
201706250953 ***   0 
201706251053 ***   0 
201706251153 ***   0 
201706251213 ***   0 
201706251222 ***   0 
201706251253 ***   0 
201706251353 ***   0 
201706251453 350   3 
201706251553 990   3 
201706251653 ***   0 
201706251753 990   3 
201706251853 290   6 
201706251953 250   6 
201706252053 270   8 
201706252153 250   5 
201706252253 260   5 
201706252353 270   8 
201706260053 280   3 
201706260153 220   3 
201706260253 140   5 
201706260353 170   5 
201706260453 180   8 
201706260553 170  15 
201706260653 180  10 
201706260753 180  11 
201706260759 *** *** 
201706260853 180   7 
201706260953 170  10 
201706261053 170   7 
201706261153 180  14 
201706261253 170  17 
201706261353 160  14 
201706261453 170  13 
201706261553 160  15 
201706261653 160  14 
201706261753 170  10 
201706261853 990   6 
201706261953 180  11 
201706262053 180   9 
201706262153 170  13 
201706262253 160   8 
201706262353 160   9 
201706270053 190  13 
201706270153 170  10 
201706270253 180  10 
201706270353 170  10 
201706270453 170  10 
201706270553 160   9 
201706270653 160   9 
201706270753 170   6 
201706270759 *** *** 
201706270853 180   9 
201706270953 170  11 
201706271053 170  11 
201706271153 170  11 
201706271253 170   9 
201706271353 160  10 
201706271453 170  10 
201706271553 170  11 
201706271653 170  13 
201706271753 160  10 
201706271853 170  10 
201706271953 160  10 
201706272053 990   8 
201706272153 990   6 
201706272253 170   9 
201706272353 160   8 
201706280053 170   7 
201706280153 990   3 
201706280253 190   3 
201706280353 ***   0 
201706280453 170   8 
201706280553 180   3 
201706280653 170   6 
201706280753 150   5 
201706280759 *** *** 
201706280853 170   8 
201706280953 170   9 
201706281053 990   5 
201706281153 170   8 
201706281253 170   7 
201706281353 990   8 
201706281453 170  10 
201706281553 170  14 
201706281653 160   9 
201706281753 180   7 
201706281853 170   9 
201706281953 990   8 
201706282053 180   8 
201706282153 990   7 
201706282253 180   9 
201706282353 190   9 
201706290053 990   6 
201706290153 990   7 
201706290253 180   6 
201706290353 170   6 
201706290453 170   7 
201706290553 180   6 
201706290653 160   6 
201706290753 160   7 
201706290759 *** *** 
201706290853 160   5 
201706290953 170   7 
201706291053 180   5 
201706291153 170   5 
201706291253 ***   0 
201706291353 180   6 
201706291453 180   6 
201706291553 990   7 
201706291653 990   7 
201706291753 190   8 
201706291853 180   6 
201706291953 990   6 
201706292053 990   8 
201706292153 990   5 
201706292253 990   7 
201706292353 300   6 
201706300053 990   5 
201706300153 990   3 
201706300253 270   3 
201706300353 ***   0 
201706300453 ***   0 
201706300553 180   6 
201706300653 170   6 
201706300753 170   6 
201706300759 *** *** 
201706300853 180   6 
201706300953 190   5 
201706301053 180   5 
201706301153 ***   0 
201706301253 ***   0 
201706301353 220   3 
201706301453 ***   0 
201706301553 990   3 
201706301653 ***   0 
201706301753 200   6 
201706301853 190   3 
201706301953 210   7 
201706302053 ***   0 
201706302153 990   6 
201706302253 200   7 
201706302353 250   3 
201707010053 180   6 
201707010153 170   8 
201707010253 170   8 
201707010353 170   9 
201707010453 170  10 
201707010553 190   8 
201707010653 180  10 
201707010753 170   9 
201707010759 *** *** 
201707010759 *** *** 
201707010853 170  13 
201707010953 170  13 
201707011053 160  14 
201707011153 160  15 
201707011253 160  16 
201707011328 160  16 
201707011353 160  15 
201707011453 160  17 
201707011551 160  13 
201707011553 160  14 
201707011653 170  13 
201707011718 160  14 
201707011753 180  13 
201707011853 990  11 
201707011953 180  16 
201707012053 170  14 
201707012153 170  13 
201707012253 170  11 
201707012353 170   9 
201707020053 170  14 
201707020153 160  11 
201707020253 170  11 
201707020353 160  11 
201707020453 160  10 
201707020553 160  13 
201707020653 160  13 
201707020753 160  11 
201707020759 *** *** 
201707020853 150   9 
201707020953 150   7 
201707021053 150   3 
201707021153 160   3 
201707021253 990   3 
201707021353 160   8 
201707021356 160  10 
201707021453 170  11 
201707021551 160  14 
201707021553 170  14 
201707021653 990  11 
201707021753 170  17 
201707021853 170  10 
201707021953 160  15 
201707022053 170  14 
201707022153 170  16 
201707022253 160  14 
201707022353 170  15 
201707030053 180  13 
201707030153 990  11 
201707030253 170  14 
201707030353 160  10 
201707030453 170  11 
201707030553 150  10 
201707030653 170  11 
201707030753 170  13 
201707030759 *** *** 
201707030853 170  10 
201707030953 170  11 
201707031051 160  10 
201707031053 160  10 
201707031118 170   6 
201707031143 180   7 
201707031153 180   7 
201707031205 180   7 
201707031253 170   6 
201707031351 170   7 
201707031353 180   6 
201707031453 170   8 
201707031553 170   9 
201707031653 180   9 
201707031753 200   8 
201707031853 160   9 
201707031953 170  10 
201707032053 180   8 
201707032153 170   8 
201707032253 990   6 
201707032353 170   7 
201707040053 170   6 
201707040153 170   7 
201707040253 180   3 
201707040353 180   3 
201707040453 ***   0 
201707040553 ***   0 
201707040653 170   3 
201707040753 ***   0 
201707040759 *** *** 
201707040853 160   5 
201707040953 160   3 
201707041053 ***   0 
201707041153 ***   0 
201707041253 *** *** 
201707041353 ***   0 
201707041453 ***   0 
201707041553 ***   0 
201707041653 210   5 
201707041753 990   3 
201707041853 990   6 
201707041953 280   9 
201707042053 990   6 
201707042153 990   5 
201707042253 990   5 
201707042353 990   5 
201707050053 990   5 
201707050153 ***   0 
201707050253 180   3 
201707050353 ***   0 
201707050453 190   3 
201707050553 180   3 
201707050653 170   3 
201707050753 160   3 
201707050759 *** *** 
201707050853 160   3 
201707050953 ***   0 
201707051031 ***   0 
201707051041 ***   0 
201707051053 ***   0 
201707051153 ***   0 
201707051212 ***   0 
201707051221 ***   0 
201707051253 ***   0 
201707051353 ***   0 
201707051453 ***   0 
201707051553 ***   0 
201707051653 ***   0 
201707051753 990   3 
201707051853 270   6 
201707051953 300   8 
201707052053 990   3 
201707052153 990   6 
201707052253 300   7 
201707052353 280   6 
201707060053 260   6 
201707060153 ***   0 
201707060253 190   5 
201707060353 170   8 
201707060453 190   6 
201707060553 210   3 
201707060653 180   8 
201707060753 170   8 
201707060759 *** *** 
201707060853 170   8 
201707060953 170   7 
201707061053 170  10 
201707061153 170  13 
201707061253 160   7 
201707061353 180   6 
201707061453 170  11 
201707061553 170  10 
201707061653 190   8 
201707061753 160  11 
201707061853 170   9 
201707061953 170   8 
201707062053 190   5 
201707062153 200   5 
201707062253 190   6 
201707062353 990   5 
201707070053 990   5 
201707070153 180   7 
201707070253 180   7 
201707070353 180   7 
201707070453 170   9 
201707070553 170   9 
201707070653 170   8 
201707070753 170   9 
201707070759 *** *** 
201707070853 180   6 
201707070953 170   8 
201707071053 180   7 
201707071153 180  10 
201707071253 170  10 
201707071353 160  13 
201707071453 160  20 
201707071553 160  21 
201707071653 160  14 
201707071753 160  15 
201707071853 170  14 
201707071953 160  15 
201707072053 170  14 
201707072153 170  16 
201707072253 170  17 
201707072353 160  15 
201707080053 150  14 
201707080153 150  14 
201707080253 160  10 
201707080353 160  15 
201707080453 160  11 
201707080553 160  13 
201707080653 140   8 
201707080753 160   5 
201707080759 *** *** 
201707080853 180   5 
201707080953 180   5 
201707081053 990   3 
201707081153 190   3 
201707081253 180   5 
201707081353 990   3 
201707081453 ***   0 
201707081553 990   5 
201707081653 200   5 
201707081753 990   3 
201707081853 200   5 
201707081953 990   6 
201707082053 990   7 
201707082153 990   6 
201707082253 990   5 
201707082353 990   6 
201707090053 990   5 
201707090153 990   5 
201707090253 160   7 
201707090353 200   6 
201707090453 180   7 
201707090553 180   6 
201707090653 170  10 
201707090753 170  10 
201707090759 *** *** 
201707090853 170   5 
201707090953 160   6 
201707091053 170   8 
201707091153 170  10 
201707091253 170  10 
201707091353 170  15 
201707091453 170  11 
201707091553 170  14 
201707091653 150  16 
201707091753 170  10 
201707091853 990  11 
201707091953 990  11 
201707092053 180  10 
201707092153 170  11 
201707092253 990   8 
201707092353 180   8 
201707100053 160   6 
201707100153 180   6 
201707100253 170   6 
201707100353 190   3 
201707100453 190   5 
201707100553 180   6 
201707100653 180   6 
201707100753 200   3 
201707100759 *** *** 
201707100853 180   6 
201707100953 170   7 
201707101053 180   6 
201707101153 210   3 
201707101253 190   3 
201707101353 200   6 
201707101453 170   6 
201707101553 180   3 
201707101653 170   8 
201707101753 200   5 
201707101853 990   6 
201707101953 160  14 
201707102053 990  13 
201707102153 170  14 
201707102253 170  13 
201707102353 990   9 
201707110053 180   8 
201707110153 170   8 
201707110253 170  10 
201707110353 180   7 
201707110453 170  10 
201707110553 170   7 
201707110653 160   7 
201707110753 170   3 
201707110759 *** *** 
201707110853 150   5 
201707110953 160   5 
201707111053 990   3 
201707111153 150   5 
201707111253 130   7 
201707111353 150   6 
201707111453 150   5 
201707111553 160  10 
201707111653 990  10 
201707111753 170  11 
201707111853 180  13 
201707111953 170  14 
201707112053 170   8 
201707112153 190   7 
201707112253 990   6 
201707112353 160   9 
201707120053 180   6 
201707120153 990   6 
201707120253 180   7 
201707120353 160   8 
201707120453 170   7 
201707120553 160   6 
201707120653 160   5 
201707120753 150   5 
201707120759 *** *** 
201707120853 ***   0 
201707120953 160   3 
201707121053 150   5 
201707121153 150   6 
201707121253 160   7 
201707121353 150  11 
201707121453 160   9 
201707121553 160  15 
201707121653 170  15 
201707121753 160   9 
201707121853 160  13 
201707121953 180  10 
201707122053 170  13 
201707122153 160  13 
201707122253 160  13 
201707122353 990   5 
201707130053 180   7 
201707130153 180   7 
201707130253 990   5 
201707130353 170   6 
201707130453 180   7 
201707130553 170   7 
201707130653 180   3 
201707130753 170   5 
201707130759 *** *** 
201707130853 170   9 
201707130953 180  10 
201707131053 990   7 
201707131153 180  11 
201707131253 170   8 
201707131353 170  10 
201707131453 170   8 
201707131553 180   6 
201707131653 170  10 
201707131753 160  13 
201707131853 170  10 
201707131953 160  11 
201707132053 190   9 
201707132153 170  11 
201707132253 190  11 
201707132353 170   7 
201707140053 170  10 
201707140153 170   6 
201707140253 190   3 
201707140353 170   6 
201707140453 180   7 
201707140553 170   8 
201707140653 160   6 
201707140753 160   5 
201707140759 *** *** 
201707140853 180   5 
201707140953 190   3 
201707141053 180   6 
201707141153 170   8 
201707141253 ***   0 
201707141353 170   3 
201707141453 190   5 
201707141553 ***   0 
201707141653 200   5 
201707141753 240   5 
201707141853 990   3 
201707141953 990   6 
201707142053 990   7 
201707142153 990   6 
201707142253 200   3 
201707142353 240   5 
201707150053 990   5 
201707150153 200   3 
201707150253 170   8 
201707150353 170   8 
201707150453 160   6 
201707150553 170   7 
201707150653 170   8 
201707150753 180   6 
201707150759 *** *** 
201707150853 180   8 
201707150953 170   8 
201707151053 180   9 
201707151153 170  11 
201707151253 180   8 
201707151353 170   8 
201707151453 180   9 
201707151553 160   9 
201707151653 170  15 
201707151753 170  13 
201707151853 170  13 
201707151953 160  14 
201707152053 990   9 
201707152153 990  10 
201707152253 160  14 
201707152353 160  14 
201707160053 160  11 
201707160153 170   8 
201707160253 170   7 
201707160353 170   5 
201707160453 990   5 
201707160553 990   3 
201707160653 990   3 
201707160753 190   3 
201707160759 *** *** 
201707160853 170   9 
201707160953 180   9 
201707161053 170   5 
201707161153 160   7 
201707161253 150   8 
201707161353 160   7 
201707161453 140  10 
201707161553 170  11 
201707161653 170   9 
201707161753 170   9 
201707161853 170  10 
201707161953 990   7 
201707162053 170   6 
201707162153 200   6 
201707162253 200   5 
201707162353 990   3 
201707170053 ***   0 
201707170153 260   6 
201707170253 ***   0 
201707170353 ***   0 
201707170453 ***   0 
201707170553 ***   0 
201707170653 ***   0 
201707170753 ***   0 
201707170759 *** *** 
201707170853 180   3 
201707170953 ***   0 
201707171000 ***   0 
201707171036 160   3 
201707171053 160   3 
201707171153 150   5 
201707171253 060   3 
201707171353 ***   0 
201707171453 ***   0 
201707171553 190   6 
201707171653 990   6 
201707171753 320   6 
201707171853 280   8 
201707171953 990   8 
201707172053 290   8 
201707172153 990   8 
201707172253 990   9 
201707172353 310   8 
201707180053 270   5 
201707180153 280   5 
201707180253 260   3 
201707180353 240   5 
201707180453 170   3 
201707180553 ***   0 
201707180653 190   3 
201707180753 180   5 
201707180759 *** *** 
201707180853 170   5 
201707180953 180   3 
201707181053 ***   0 
201707181153 ***   0 
201707181253 ***   0 
201707181353 ***   0 
201707181453 990   6 
201707181553 200   6 
201707181653 150   5 
201707181753 190   5 
201707181853 990   5 
201707181953 200   6 
201707182053 990   6 
201707182153 990   6 
201707182253 250   7 
201707182353 180   7 
201707190053 190   8 
201707190153 170   8 
201707190253 170   8 
201707190353 170   7 
201707190453 180   8 
201707190553 170   8 
201707190653 190   6 
201707190753 180  10 
201707190759 *** *** 
201707190853 990   5 
201707190953 170   7 
201707191053 180  10 
201707191153 180  10 
201707191253 170  10 
201707191353 170  15 
201707191453 160  15 
201707191553 170  14 
201707191653 150  15 
201707191753 170  11 
201707191853 170  10 
201707191953 170  11 
201707192053 170  10 
201707192153 180   9 
201707192253 170  10 
201707192353 180   9 
201707200053 170  11 
201707200153 170   9 
201707200253 170  10 
201707200353 170   8 
201707200453 170   6 
201707200553 170   7 
201707200653 170   7 
201707200753 160   7 
201707200759 *** *** 
201707200853 170  10 
201707200953 180  10 
201707201053 170  10 
201707201153 170  13 
201707201253 170   9 
201707201353 170   9 
201707201453 170   8 
201707201457 170   8 
201707201553 150  10 
201707201651 160   8 
201707201653 160   8 
201707201753 160  11 
201707201851 170  11 
201707201853 170  11 
201707201953 170  11 
201707202053 990   9 
201707202153 170  13 
201707202253 160  13 
201707202353 160  11 
201707210053 170   8 
201707210153 160   8 
201707210253 160   8 
201707210353 180   5 
201707210453 170   6 
201707210553 170   7 
201707210653 170   8 
201707210753 180   7 
201707210759 *** *** 
201707210853 170   3 
201707210953 ***   0 
201707211053 210   3 
201707211153 990   3 
201707211253 ***   0 
201707211353 ***   0 
201707211453 180   6 
201707211553 180   6 
201707211653 180   7 
201707211753 170   7 
201707211853 ***   0 
201707211953 ***   0 
201707212053 270   3 
201707212153 990   3 
201707212253 310   3 
201707212353 990   3 
201707220053 ***   0 
201707220153 270   3 
201707220253 ***   0 
201707220353 ***   0 
201707220453 ***   0 
201707220553 ***   0 
201707220653 ***   0 
201707220753 260   3 
201707220759 *** *** 
201707220853 210   5 
201707220953 ***   0 
201707221053 ***   0 
201707221153 210   3 
201707221253 ***   0 
201707221353 ***   0 
201707221453 050   3 
201707221553 040   5 
201707221653 030   5 
201707221753 010   5 
201707221853 040   5 
201707221953 350   5 
201707222053 990   8 
201707222153 360   8 
201707222253 330   8 
201707222353 350   8 
201707230053 360  10 
201707230153 990   7 
201707230253 350   6 
201707230353 ***   0 
201707230453 ***   0 
201707230553 ***   0 
201707230653 ***   0 
201707230753 270   5 
201707230759 *** *** 
201707230853 ***   0 
201707230953 ***   0 
201707231025 200   3 
201707231053 170   5 
201707231151 ***   0 
201707231153 ***   0 
201707231253 180   3 
201707231353 990   3 
201707231451 180   3 
201707231453 180   6 
201707231553 990   5 
201707231653 990   6 
201707231735 280   5 
201707231753 990   5 
201707231853 990   7 
201707231953 990   5 
201707232053 990   3 
201707232109 990   6 
201707232116 990   6 
201707232151 990   7 
201707232153 990   7 
201707232253 300  11 
201707232353 260   9 
201707240053 990   5 
201707240153 280   7 
201707240253 280   5 
201707240353 230   3 
201707240453 ***   0 
201707240553 ***   0 
201707240653 ***   0 
201707240753 ***   0 
201707240759 *** *** 
201707240853 ***   0 
201707240953 ***   0 
201707241053 ***   0 
201707241153 ***   0 
201707241253 ***   0 
201707241353 ***   0 
201707241453 ***   0 
201707241553 ***   0 
201707241653 ***   0 
201707241753 310   6 
201707241853 990  11 
201707241953 280   6 
201707242053 990   7 
201707242153 990   6 
201707242253 990   7 
201707242353 250   7 
201707250053 270   5 
201707250153 ***   0 
201707250253 190   3 
201707250353 ***   0 
201707250453 ***   0 
201707250553 ***   0 
201707250653 ***   0 
201707250753 ***   0 
201707250759 *** *** 
201707250853 ***   0 
201707250953 180   7 
201707251053 170   6 
201707251153 170   5 
201707251253 ***   0 
201707251353 160   5 
201707251453 150   5 
201707251553 140   6 
201707251653 160   7 
201707251753 170   6 
201707251853 190   5 
201707251953 990   5 
201707252053 990   6 
201707252153 990   5 
201707252253 990   5 
201707252353 250   6 
201707260053 990   5 
201707260153 200   5 
201707260253 170   6 
201707260353 ***   0 
201707260453 180   6 
201707260553 190   6 
201707260653 180   8 
201707260753 180   5 
201707260759 *** *** 
201707260853 180   8 
201707260953 180   9 
201707261053 170  11 
201707261153 180   8 
201707261236 170   9 
201707261253 180  10 
201707261351 170  10 
201707261353 170   9 
201707261453 170  13 
201707261553 170  11 
201707261653 170  10 
201707261753 170  14 
201707261853 180   9 
201707261953 170  11 
201707262053 170  14 
201707262153 170  15 
201707262253 180  10 
201707262353 990   9 
201707270053 180   8 
201707270153 180   9 
201707270253 170  10 
201707270353 180   8 
201707270453 180   9 
201707270553 180  11 
201707270653 170  10 
201707270753 170   8 
201707270759 *** *** 
201707270853 170  11 
201707270953 170  14 
201707271053 180   9 
201707271153 180   8 
201707271253 170   8 
201707271353 170  14 
201707271453 160  14 
201707271553 150  15 
201707271653 150  16 
201707271703 160  14 
201707271753 160  15 
201707271853 160  13 
201707271953 170   9 
201707272053 160  14 
201707272153 160  14 
201707272253 170  18 
201707272353 170  15 
201707280053 160  10 
201707280153 170  13 
201707280253 170  10 
201707280353 160  10 
201707280453 160   9 
201707280553 150   8 
201707280653 150   7 
201707280753 150   8 
201707280759 *** *** 
201707280853 160   8 
201707280953 150   3 
201707281053 170   5 
201707281153 170   5 
201707281253 ***   0 
201707281353 180   5 
201707281354 180   5 
201707281453 990   5 
201707281553 190   7 
201707281653 180   9 
201707281753 170  10 
201707281853 170   9 
201707281953 170   9 
201707282053 170  10 
201707282153 190   8 
201707282253 160   9 
201707282353 990   7 
201707290053 170   7 
201707290153 170   8 
201707290253 180   7 
201707290353 170   8 
201707290453 170  10 
201707290553 160   7 
201707290653 170   7 
201707290753 170   6 
201707290759 *** *** 
201707290853 170   8 
201707290953 170   8 
201707291053 170   9 
201707291153 ***   0 
201707291253 170   3 
201707291353 170   5 
201707291453 170  10 
201707291553 170  13 
201707291653 170  13 
201707291753 170  10 
201707291853 170   9 
201707291953 180  13 
201707292053 170   8 
201707292153 180  11 
201707292253 170  13 
201707292353 170  11 
201707300053 160  10 
201707300153 170  10 
201707300253 170  11 
201707300353 170  10 
201707300453 170   7 
201707300553 170   9 
201707300653 190   9 
201707300753 190   5 
201707300759 *** *** 
201707300853 180  10 
201707300953 180   8 
201707301053 180  10 
201707301153 180   7 
201707301253 180  11 
201707301341 170  10 
201707301353 180   9 
201707301453 180   7 
201707301551 170   9 
201707301553 190   9 
201707301618 990  10 
201707301653 170  10 
201707301753 180  11 
201707301853 180   7 
201707301953 990  10 
201707302053 180   7 
201707302153 990   6 
201707302253 170   8 
201707302353 170   8 
201707310053 170   8 
201707310153 160   9 
201707310253 170   6 
201707310353 170   7 
201707310453 180   9 
201707310553 200   3 
201707310653 170   5 
201707310753 200   5 
201707310759 *** *** 
201707310853 190   5 
201707310953 180   5 
201707311053 ***   0 
201707311153 ***   0 
201707311253 ***   0 
201707311353 ***   0 
201707311453 ***   0 
201707311553 210   3 
201707311653 ***   0 
201707311753 990   3 
201707311853 260  10 
201707311953 990   7 
201707312053 280   8 
201707312153 240   8 
201707312253 990   6 
201707312353 990   3 
201708010053 990   3 
201708010153 260   7 
201708010253 ***   0 
201708010353 ***   0 
201708010453 ***   0 
201708010553 ***   0 
201708010653 ***   0 
201708010753 ***   0 
201708010759 *** *** 
201708010759 *** *** 
201708010853 ***   0 
201708010953 ***   0 
201708011053 ***   0 
201708011153 ***   0 
201708011253 ***   0 
201708011353 ***   0 
201708011453 ***   0 
201708011553 270   5 
201708011653 ***   0 
201708011753 990   3 
201708011853 280   7 
201708011953 990   6 
201708012053 260   8 
201708012153 280   8 
201708012253 270   5 
201708012353 990   5 
201708020053 180   5 
201708020153 270   3 
201708020253 ***   0 
201708020353 ***   0 
201708020453 ***   0 
