YR--MODAHRMN DIR SPD 
201703201653 030  16 
201703201753 040  16 
201703201853 040  16 
201703201953 030  17 
201703202053 030  15 
201703202153 020  14 
201703202253 040  17 
201703202353 020  13 
201703210053 020   9 
201703210153 270   3 
201703210253 ***   0 
201703210353 360   3 
201703210453 010   6 
201703210553 050   5 
201703210653 040   7 
201703210753 020   8 
201703210759 *** *** 
201703210853 030  11 
201703210953 030  10 
201703211053 030   8 
201703211153 080   3 
201703211253 ***   0 
201703211353 040   5 
201703211453 340   3 
201703211512 360   6 
201703211547 020   8 
201703211553 010   7 
201703211653 020  10 
201703211753 360  11 
201703211853 030  11 
201703211953 020   8 
201703212053 ***   0 
201703212153 990   3 
201703212253 170   3 
201703212353 140   7 
201703220053 140   9 
201703220153 140  16 
201703220253 120   7 
201703220353 340   6 
201703220453 120   7 
201703220553 350   3 
201703220653 350   3 
201703220753 ***   0 
201703220759 *** *** 
201703220853 ***   0 
201703220953 030   7 
201703221053 050   6 
201703221153 ***   0 
201703221253 990   8 
201703221314 140  18 
201703221353 150  21 
201703221453 150  22 
201703221553 150  18 
201703221653 150  18 
201703221753 150  21 
201703221853 150  23 
201703221953 170  18 
201703222053 160  20 
201703222058 160  20 
201703222153 160  21 
201703222253 170  16 
201703222353 160  16 
201703230053 ***   0 
201703230153 210  13 
201703230253 990   6 
201703230353 990   7 
201703230453 150   3 
201703230553 140   8 
201703230653 140   9 
201703230753 140   9 
201703230759 *** *** 
201703230853 160  11 
201703230953 140  15 
201703231053 140  16 
201703231120 150  15 
201703231153 160  16 
201703231227 150  14 
201703231253 160  15 
201703231353 150  14 
201703231453 150  17 
201703231553 150  16 
201703231653 140  16 
201703231753 140  15 
201703231853 150  15 
201703231953 140  13 
201703232053 160  16 
201703232153 180   9 
201703232253 170  11 
201703232353 170   7 
201703240053 ***   0 
201703240153 030   6 
201703240253 990   6 
201703240353 120   9 
201703240453 120  11 
201703240553 120   5 
201703240653 050   5 
201703240753 ***   0 
201703240759 *** *** 
201703240853 040   3 
201703240953 120  10 
201703241053 350   6 
201703241153 990   8 
201703241253 050   6 
201703241353 350   5 
201703241453 290   5 
201703241553 320   5 
201703241653 130   9 
201703241753 150  10 
201703241800 150  10 
201703241853 160  14 
201703241951 160  15 
201703241953 160  14 
201703242053 160  15 
201703242153 170  10 
201703242253 160  14 
201703242353 150  17 
201703250053 160  14 
201703250137 150  17 
201703250153 150  16 
201703250253 160  14 
201703250330 160  11 
201703250351 270   6 
201703250353 270   6 
201703250400 ***   0 
201703250416 180   5 
201703250425 170   6 
201703250453 140   7 
201703250515 160   8 
201703250553 150  10 
201703250653 160  13 
201703250716 150  13 
201703250753 150  16 
201703250759 *** *** 
201703250853 150  14 
201703250900 150  15 
201703250953 160  17 
201703251051 160  11 
201703251053 160  13 
201703251151 160   9 
201703251153 170   8 
201703251253 170   7 
201703251353 180   8 
201703251453 180   7 
201703251553 180   6 
201703251653 190   7 
201703251753 180   7 
201703251853 150   9 
201703251928 170   7 
201703251940 180   6 
201703251953 150   9 
201703252053 210   6 
201703252153 990   3 
201703252253 150   5 
201703252353 190   5 
201703260053 170   7 
201703260153 160   6 
201703260253 130   7 
201703260353 120   8 
201703260453 160   5 
201703260553 170   3 
201703260653 ***   0 
201703260753 ***   0 
201703260759 *** *** 
201703260853 ***   0 
201703260953 050   3 
201703261053 080   5 
201703261153 040   6 
201703261253 050   5 
201703261353 040   5 
201703261453 060   5 
201703261553 ***   0 
201703261653 040   6 
201703261751 120  10 
201703261753 120  11 
201703261853 080   5 
201703261949 030   9 
201703261953 030   9 
201703262053 040  10 
201703262153 030   6 
201703262253 130  13 
201703262353 120  13 
201703270053 150   6 
201703270153 ***   0 
201703270253 ***   0 
201703270351 040   3 
201703270353 990   3 
201703270453 090   6 
201703270553 300   3 
201703270653 160   6 
201703270753 150   5 
201703270759 *** *** 
201703270853 140   9 
201703270931 140   9 
201703270951 140   8 
201703270953 140   8 
201703271053 110   7 
201703271145 130  11 
201703271151 130  14 
201703271153 130  11 
201703271253 130   7 
201703271353 130  11 
201703271453 150  10 
201703271553 150  11 
201703271653 160  13 
201703271753 160  10 
201703271853 170  10 
201703271953 160  15 
201703272053 170  15 
201703272100 180  13 
201703272153 170  10 
201703272253 160  11 
201703272353 160   7 
201703280053 170   8 
201703280153 170   9 
201703280212 170   9 
201703280253 160  10 
201703280353 160  10 
201703280453 170   7 
201703280543 160   9 
201703280553 160   9 
201703280653 160  11 
201703280753 160  13 
201703280759 *** *** 
201703280805 150  14 
201703280853 150  17 
201703280912 150  17 
201703280921 150  17 
201703280953 160  20 
201703281017 150  20 
201703281053 150  20 
201703281153 150  22 
201703281253 150  21 
201703281339 150  21 
201703281353 150  18 
201703281453 150  23 
201703281500 150  21 
201703281553 150  21 
201703281653 150  23 
201703281753 140  17 
201703281853 140  17 
201703281953 140  20 
201703282053 140  14 
201703282153 150  16 
201703282253 140  11 
201703282353 150  17 
201703290053 150  15 
201703290127 160  14 
201703290134 150  17 
201703290153 140  18 
201703290253 140  16 
201703290353 150  10 
201703290453 150  10 
201703290553 130  10 
201703290653 130  13 
201703290713 140  14 
201703290753 130  15 
201703290759 *** *** 
201703290853 130  17 
201703290953 120  15 
201703291053 120  14 
201703291132 100  11 
201703291146 090  13 
201703291153 090   8 
201703291214 080   9 
201703291232 060   6 
201703291253 040   8 
201703291353 050   9 
201703291450 040   6 
201703291453 030   6 
201703291551 040   6 
201703291553 040   6 
201703291653 030   7 
201703291753 150  17 
201703291853 150  16 
201703291953 160  15 
201703292053 160  15 
201703292113 170  13 
201703292151 160  10 
201703292153 170   8 
201703292253 170   9 
201703292353 260  11 
201703300053 990  10 
201703300153 990  11 
201703300253 990   8 
201703300353 990   8 
201703300453 160   5 
201703300553 180   8 
201703300651 170   6 
201703300653 180   7 
201703300753 170   3 
201703300759 *** *** 
201703300853 160   5 
201703300948 160   5 
201703300953 170   3 
201703301053 170   5 
201703301153 170   3 
201703301253 160   3 
201703301353 180   3 
201703301453 170   7 
201703301553 190   6 
201703301651 ***   0 
201703301653 ***   0 
201703301751 260   5 
201703301753 260   3 
201703301851 990   6 
201703301853 250   8 
201703301951 280   7 
201703301953 280   7 
201703302053 280   6 
201703302153 310   6 
201703302253 990   6 
201703302353 170   7 
201703310053 160   5 
201703310153 140   6 
201703310253 190   3 
201703310353 170   3 
201703310453 150   3 
201703310553 ***   0 
201703310653 140   3 
201703310753 130   5 
201703310759 *** *** 
201703310853 ***   0 
201703310953 ***   0 
201703311053 ***   0 
201703311153 ***   0 
201703311253 150   5 
201703311344 150   9 
201703311351 150  10 
201703311353 150   9 
201703311453 150   9 
201703311553 160   8 
201703311653 160   8 
201703311753 160   6 
201703311853 990   6 
201703311953 170   7 
201703312053 180   5 
201703312153 990   3 
201703312253 990   6 
201703312353 180   6 
201704010053 990   3 
201704010153 ***   0 
201704010253 ***   0 
201704010353 ***   0 
201704010453 ***   0 
201704010553 ***   0 
201704010653 ***   0 
201704010753 ***   0 
201704010759 *** *** 
201704010759 *** *** 
201704010853 ***   0 
201704010953 330   5 
201704011053 030   3 
201704011153 320   3 
201704011239 360   5 
201704011249 360   5 
201704011251 010   5 
201704011253 010   3 
201704011341 ***   0 
201704011351 ***   0 
201704011353 ***   0 
201704011453 ***   0 
201704011527 180   5 
201704011553 090   3 
201704011615 160   8 
201704011651 170  10 
201704011653 170  10 
201704011753 180   9 
201704011853 180   7 
201704011934 170  10 
201704011953 170   7 
201704012053 150  11 
201704012106 170  11 
201704012142 170   9 
201704012153 160   8 
201704012253 160  10 
201704012338 170   8 
201704012353 170   7 
201704020053 160   6 
201704020153 180   8 
201704020253 170  10 
201704020353 160  10 
201704020453 170   9 
201704020553 180   8 
201704020653 200   3 
201704020753 220   6 
201704020759 *** *** 
201704020853 190   6 
201704020907 200   7 
201704020918 990   3 
201704020953 990   5 
201704021053 990   3 
201704021153 170   5 
201704021253 200   3 
201704021353 180   3 
201704021453 170   5 
201704021553 150   9 
201704021653 180   7 
201704021753 170   7 
201704021853 230   7 
201704021953 250   7 
201704022053 230   6 
201704022153 990   6 
201704022253 280   6 
201704022353 990   6 
201704030053 280   6 
201704030153 ***   0 
201704030253 *** *** 
201704030353 ***   0 
201704030453 ***   0 
201704030553 ***   0 
201704030653 150   3 
201704030753 180   3 
201704030759 *** *** 
201704030853 ***   0 
201704030953 ***   0 
201704031053 ***   0 
201704031104 ***   0 
201704031153 ***   0 
201704031207 ***   0 
201704031253 ***   0 
201704031353 ***   0 
201704031453 350   3 
201704031553 040   5 
201704031653 ***   0 
201704031707 360   5 
201704031753 ***   0 
201704031853 ***   0 
201704031953 ***   0 
201704032053 340   8 
201704032153 270   9 
201704032253 300   8 
201704032353 310   7 
201704040053 990   5 
201704040153 280   5 
201704040253 260   3 
201704040353 ***   0 
201704040453 ***   0 
201704040553 ***   0 
201704040653 ***   0 
201704040753 ***   0 
201704040759 *** *** 
201704040853 ***   0 
201704040953 ***   0 
201704041053 350   3 
201704041153 050   3 
201704041253 ***   0 
201704041353 ***   0 
201704041453 030   3 
201704041553 020   6 
201704041653 ***   0 
201704041753 050   8 
201704041853 320   5 
201704041953 010   3 
201704042053 020   5 
201704042153 990   3 
201704042253 160  14 
201704042353 130  13 
201704050053 150   9 
201704050153 130  13 
201704050253 140  11 
201704050353 160  13 
201704050453 150  14 
201704050553 140   6 
201704050653 130  16 
201704050753 140  18 
201704050759 *** *** 
201704050853 150  22 
201704050953 140  25 
201704051053 140  20 
201704051153 160  21 
201704051253 140  15 
201704051353 140  14 
201704051453 140   6 
201704051553 140  10 
201704051653 150  13 
201704051753 140  18 
201704051851 140  13 
201704051853 140  13 
201704051953 150  10 
201704052053 150   9 
201704052153 140  11 
201704052253 170  11 
201704052353 150  10 
201704060053 130  11 
201704060153 120  10 
201704060245 080   6 
201704060253 080   7 
201704060353 010   5 
201704060453 020   7 
201704060553 050   3 
201704060612 100   5 
201704060639 110  11 
201704060649 100  11 
201704060653 110  10 
201704060753 040   5 
201704060759 *** *** 
201704060853 350   5 
201704060953 350   5 
201704061053 010  10 
201704061153 010   9 
201704061253 020   9 
201704061353 120   5 
201704061453 120  18 
201704061553 140  21 
201704061653 140  20 
201704061753 140  18 
201704061853 150  15 
201704061953 140  14 
201704062053 160   9 
201704062153 190   5 
201704062253 150  10 
201704062353 990   6 
201704070053 ***   0 
201704070153 ***   0 
201704070253 020   7 
201704070353 010   9 
201704070453 020  13 
201704070553 030  10 
201704070653 010  13 
201704070753 010  11 
201704070759 *** *** 
201704070853 020  15 
201704070953 010  16 
201704071053 040   5 
201704071153 170   9 
201704071253 100   7 
201704071353 320   3 
201704071453 040   8 
201704071553 010   6 
201704071653 020   7 
201704071753 150  26 
201704071853 130  17 
201704071953 140  24 
201704072053 150  26 
201704072153 140  33 
201704072253 150  29 
201704072353 140  23 
201704080053 140  32 
201704080153 150  32 
201704080253 150  26 
201704080353 160  26 
201704080453 160  22 
201704080542 160  24 
201704080553 160  23 
201704080653 160  22 
201704080753 160  24 
201704080759 *** *** 
201704080853 160  18 
201704080953 160  16 
201704081053 150  17 
201704081153 160  16 
201704081253 160  14 
201704081308 170  13 
201704081337 160  14 
201704081353 160  11 
201704081453 160  14 
201704081553 150  20 
201704081653 150  16 
201704081753 160  16 
201704081833 160  14 
201704081853 170  15 
201704081953 170  16 
201704082053 160  15 
201704082153 150  10 
201704082200 150  10 
201704082208 150   8 
201704082253 130  11 
201704082353 150   7 
201704090053 180   3 
201704090153 170   5 
201704090253 170   7 
201704090353 170   5 
201704090453 140   5 
201704090553 ***   0 
201704090653 ***   0 
201704090753 130   7 
201704090759 *** *** 
201704090853 160   8 
201704090953 120  10 
201704091053 090   8 
201704091102 110   8 
201704091119 110   6 
201704091141 ***   0 
201704091150 ***   0 
201704091153 080   3 
201704091253 090   5 
201704091304 100   5 
201704091344 070   5 
201704091353 100   3 
201704091453 100   6 
201704091553 040   3 
201704091653 130   9 
201704091753 130  14 
201704091853 110  11 
201704091953 110  11 
201704092053 160  10 
201704092153 200   9 
201704092253 990   7 
201704092353 990   6 
201704100053 ***   0 
201704100153 ***   0 
201704100253 ***   0 
201704100353 020   3 
201704100453 030   5 
201704100553 360   5 
201704100653 170   3 
201704100753 150   9 
201704100759 *** *** 
201704100853 060   5 
201704100953 050   5 
201704101053 140  14 
201704101153 130  15 
201704101226 140  13 
201704101248 140  13 
201704101253 140  15 
201704101309 140  14 
201704101353 130  15 
201704101453 130  16 
201704101553 140  17 
201704101653 140  16 
201704101751 150  17 
201704101753 150  18 
201704101853 160  10 
201704101953 160  16 
201704102053 140  18 
201704102153 160  17 
201704102253 150  17 
201704102353 160  16 
201704110053 150  17 
201704110153 140  11 
201704110253 140  14 
201704110353 160  17 
201704110453 150  15 
201704110553 160  11 
201704110612 160  14 
201704110653 170  11 
201704110753 150   8 
201704110759 *** *** 
201704110803 160   7 
201704110853 170   7 
201704110953 150   8 
201704111053 150   8 
201704111153 130   8 
201704111253 060   3 
201704111353 350   3 
201704111453 360   7 
201704111553 010  10 
201704111653 010  11 
201704111753 360  14 
201704111853 020  15 
201704111953 020  14 
201704112053 340  11 
201704112153 360   9 
201704112253 340   8 
201704112353 360   7 
201704120053 280   7 
201704120153 270   7 
201704120253 ***   0 
201704120353 150   5 
201704120453 ***   0 
201704120553 ***   0 
201704120653 130   8 
201704120753 020  10 
201704120759 *** *** 
201704120853 010   8 
201704120953 360  11 
201704121053 *** *** 
201704121153 140   5 
201704121253 ***   0 
201704121353 050   3 
201704121453 020   9 
201704121553 020   5 
201704121619 *** *** 
201704121651 120  15 
201704121653 130  21 
201704121733 150  26 
201704121753 150  23 
201704121800 150  23 
201704121851 140  18 
201704121853 150  14 
201704121902 140  15 
201704121953 130  17 
201704122053 140  18 
201704122153 130  16 
201704122253 150  13 
201704122353 990   5 
201704130053 030  11 
201704130153 010   8 
201704130253 010   9 
201704130353 010   7 
201704130453 020   6 
201704130553 170  13 
201704130653 150  11 
201704130753 160  11 
201704130759 *** *** 
201704130853 160  14 
201704130953 160  11 
201704131016 160  15 
201704131023 160  14 
201704131053 150  14 
201704131108 160  15 
201704131124 210   7 
201704131151 240   3 
201704131153 ***   0 
201704131219 ***   0 
201704131253 030   5 
201704131353 *** *** 
201704131453 140   7 
201704131551 130   9 
201704131553 130   8 
201704131653 150  14 
201704131753 160  16 
201704131853 170  15 
201704131953 170  16 
201704132053 170  15 
201704132153 160  16 
201704132253 160  15 
201704132353 170  14 
201704140053 170   8 
201704140153 290  10 
201704140253 ***   0 
201704140353 ***   0 
201704140453 160  13 
201704140546 990   5 
201704140553 170   8 
201704140653 160   8 
201704140753 990   7 
201704140759 *** *** 
201704140845 990   3 
201704140853 180   6 
201704140904 180   3 
201704140914 160   7 
201704140953 ***   0 
201704141053 150  13 
201704141119 150   9 
201704141153 150  11 
201704141253 160   7 
201704141353 150  10 
201704141453 160   9 
201704141553 170  13 
201704141619 170   9 
201704141653 160  14 
201704141753 170   9 
201704141853 160  14 
201704141953 180   9 
201704142053 160  11 
201704142153 170  10 
201704142253 180   8 
201704142353 990   7 
201704150053 990   9 
201704150153 990   6 
201704150253 180   5 
201704150353 990   6 
201704150453 160   7 
201704150553 160  10 
201704150630 160  11 
201704150653 160  13 
201704150753 160  16 
201704150759 *** *** 
201704150833 990  10 
201704150841 180   9 
201704150853 170  14 
201704150910 990   3 
201704150919 990   9 
201704150926 160  10 
201704150951 160   8 
201704150953 160  11 
201704151037 140  11 
201704151053 140  13 
201704151144 150   8 
201704151151 150   8 
201704151153 150   9 
201704151201 160   7 
201704151208 150   8 
201704151253 140   8 
201704151353 160   6 
201704151453 170   7 
201704151553 160   8 
201704151653 160  11 
201704151753 160  11 
201704151853 990   9 
201704151953 180  10 
201704152053 180   7 
201704152153 990   3 
201704152253 990   7 
201704152353 050   7 
201704160053 020   5 
201704160153 ***   0 
201704160253 ***   0 
201704160353 ***   0 
201704160453 ***   0 
201704160553 ***   0 
201704160653 350   3 
201704160753 360   8 
201704160759 *** *** 
201704160853 010   8 
201704160953 050   5 
201704161053 020   7 
201704161153 010   9 
201704161253 010   8 
201704161353 360   6 
201704161453 010   7 
201704161553 030  10 
201704161653 040  13 
201704161753 040  11 
201704161853 030  13 
201704161953 010  15 
201704162053 020  14 
201704162153 360  10 
201704162253 360  11 
201704162353 270   7 
201704170053 260  10 
201704170153 ***   0 
201704170253 ***   0 
201704170353 180   3 
201704170453 260   5 
201704170553 130   3 
201704170653 220   3 
201704170753 ***   0 
201704170759 *** *** 
201704170853 ***   0 
201704170953 ***   0 
201704171053 160   3 
201704171153 ***   0 
201704171253 ***   0 
201704171353 190   3 
201704171453 160  13 
201704171553 990   7 
201704171653 160  15 
201704171753 160  15 
201704171853 180  13 
201704171953 170  13 
201704172053 150  16 
201704172153 170  15 
201704172253 150  15 
201704172353 170  11 
201704180053 150  15 
201704180153 150  17 
201704180253 150  14 
201704180353 150  14 
201704180453 160  10 
201704180553 180   5 
201704180653 140   3 
201704180705 140   8 
201704180751 150   6 
201704180753 140   5 
201704180759 *** *** 
201704180829 160   8 
201704180853 160   9 
201704180953 150   6 
201704181025 160  14 
201704181053 150   9 
201704181153 150   9 
201704181253 130   9 
201704181353 160  14 
201704181453 160  15 
201704181529 160   8 
201704181553 160   7 
201704181617 170  11 
201704181653 160  14 
201704181753 160  14 
201704181800 170  11 
201704181853 160  13 
201704181953 170  11 
201704182053 160  14 
201704182153 160  10 
201704182253 170   8 
201704182353 990   6 
201704190053 290   6 
201704190153 270   5 
201704190253 990   3 
201704190353 ***   0 
201704190453 ***   0 
201704190553 050   3 
201704190653 030   3 
201704190753 010   5 
201704190759 *** *** 
201704190853 030   3 
201704190953 010   6 
201704191053 010   3 
201704191153 990   3 
201704191253 010   5 
201704191353 010   6 
201704191453 350   5 
201704191553 990   3 
201704191653 ***   0 
201704191753 140   7 
201704191853 160  13 
201704191953 140  22 
201704192053 150  15 
201704192153 130  13 
201704192253 140  17 
201704192353 130  15 
201704200053 140  13 
201704200153 140  10 
201704200253 010   5 
201704200353 040   3 
201704200453 360   3 
201704200553 990   3 
201704200653 160  10 
201704200753 160   9 
201704200759 *** *** 
201704200853 150  11 
201704200948 160   9 
201704200953 150   9 
201704201053 160   7 
201704201153 150   9 
201704201251 150   9 
201704201253 160   9 
201704201353 160   7 
201704201453 170   9 
201704201553 170   8 
201704201653 170   7 
201704201753 160  10 
201704201853 170  11 
201704201953 180  10 
201704202053 170   5 
201704202153 200   8 
201704202253 170   7 
201704202353 170   7 
201704210053 160   6 
201704210153 190   5 
201704210253 ***   0 
201704210353 ***   0 
201704210453 ***   0 
201704210553 170   3 
201704210653 180   3 
201704210753 190   3 
201704210759 *** *** 
201704210853 ***   0 
201704210953 170   3 
201704211053 160   5 
201704211153 160   7 
201704211253 160   7 
201704211353 ***   0 
201704211453 050   3 
201704211512 ***   0 
201704211553 040   7 
201704211653 360   8 
201704211753 040  11 
201704211800 030   8 
201704211853 320  10 
201704211953 030  10 
201704212053 990  10 
201704212153 020   9 
201704212253 020   9 
201704212353 310   6 
201704220053 260   6 
201704220153 300   3 
201704220253 280   6 
201704220353 ***   0 
201704220453 ***   0 
201704220553 ***   0 
201704220653 020   7 
201704220753 020   3 
201704220759 *** *** 
201704220853 350   3 
201704220953 360   3 
201704221053 010   5 
201704221153 030   8 
201704221253 010   6 
201704221353 010   8 
201704221453 020   9 
201704221553 020  10 
201704221653 010   8 
201704221753 020   7 
201704221853 ***   0 
201704221953 180  11 
201704222053 150  13 
201704222153 140  16 
201704222253 140  16 
201704222353 140  14 
201704230053 160  15 
201704230153 170  15 
201704230253 160  13 
201704230353 160  15 
201704230453 160   9 
201704230553 160  13 
201704230653 160  15 
201704230753 160  15 
201704230759 *** *** 
201704230815 160  14 
201704230823 160  11 
201704230853 170  11 
201704230953 160  11 
201704231005 160  13 
201704231053 150  11 
201704231119 160  10 
201704231153 160  10 
201704231202 160   9 
201704231253 160  13 
201704231332 160   9 
201704231351 150  15 
201704231353 140  15 
201704231440 160  10 
201704231453 170   9 
201704231513 160   9 
201704231553 170   9 
201704231653 190  10 
201704231753 160   7 
201704231853 190   7 
201704231953 160   8 
201704232053 140  11 
201704232153 170  11 
201704232253 150  13 
201704232353 140  14 
201704240053 140  15 
201704240153 140  15 
201704240253 140  13 
201704240353 150   9 
201704240410 150  10 
201704240437 160  10 
201704240453 150   9 
201704240500 150   9 
201704240553 140   7 
201704240608 140   9 
201704240653 150   7 
201704240704 140   6 
201704240753 140   6 
201704240759 *** *** 
201704240853 100   3 
201704240940 070   5 
201704240953 050   3 
201704241032 060   5 
201704241053 050   5 
201704241153 050   3 
201704241253 030   5 
201704241353 050   3 
201704241453 010   3 
201704241551 ***   0 
201704241553 ***   0 
201704241653 150   5 
201704241753 020   5 
201704241853 330   7 
201704241953 290   9 
201704242053 990   7 
201704242153 300  11 
201704242253 990   9 
201704242353 260   9 
201704250053 990   7 
201704250153 280   5 
201704250253 ***   0 
201704250353 190   5 
201704250453 170   6 
201704250553 170   5 
201704250653 160   8 
201704250753 160  10 
201704250759 *** *** 
201704250853 160  10 
201704250953 170  14 
201704251041 170  10 
201704251053 170  10 
201704251153 170  10 
201704251253 170  14 
201704251305 170  11 
201704251323 170  13 
201704251353 170  11 
201704251453 170  11 
201704251553 180   9 
201704251653 160   9 
201704251740 170  13 
201704251753 150  11 
201704251853 170  14 
201704251953 180   9 
201704252053 170  13 
201704252153 170  11 
201704252253 170  11 
201704252353 170  10 
201704260053 170  10 
201704260153 150  13 
201704260253 120   9 
201704260353 110   6 
201704260453 ***   0 
201704260553 120   8 
201704260653 070   5 
201704260753 ***   0 
201704260759 *** *** 
201704260810 ***   0 
201704260853 ***   0 
201704260904 ***   0 
201704260928 990   5 
201704260953 990   8 
201704261009 160  11 
201704261051 160  10 
201704261053 160  13 
201704261104 160  11 
201704261125 170  13 
201704261153 170  11 
201704261212 160  13 
201704261253 170   9 
201704261353 180   7 
201704261451 190   7 
201704261453 180   7 
201704261553 180   9 
201704261653 170   7 
201704261753 990   7 
201704261853 990   7 
201704261953 200   9 
201704262053 180  10 
201704262153 990   8 
201704262253 200   9 
201704262353 990  11 
201704270053 990   9 
201704270153 220   8 
201704270253 230   3 
201704270353 200   7 
201704270453 990   6 
201704270530 *** *** 
201704270553 210   7 
201704270653 990   5 
201704270753 170   5 
201704270759 *** *** 
201704270853 190   3 
201704270953 170   5 
201704271053 ***   0 
201704271153 170   5 
201704271253 170   6 
201704271353 150   8 
201704271355 160   9 
201704271453 150   7 
201704271553 210   5 
201704271629 270   3 
201704271636 300   3 
201704271653 310   3 
201704271753 350   6 
201704271853 ***   0 
201704271953 180   6 
201704272053 170   7 
201704272153 170   8 
201704272253 990   8 
201704272353 170  10 
201704280053 990   3 
201704280153 260   7 
201704280253 270   5 
201704280353 260   3 
201704280453 ***   0 
201704280553 ***   0 
201704280653 ***   0 
201704280753 160   3 
201704280759 *** *** 
201704280853 150   5 
201704280953 170   6 
201704281045 990   3 
201704281053 160   5 
201704281153 150   5 
201704281253 180   3 
201704281300 170   5 
201704281312 180   3 
201704281348 170   3 
201704281353 180   5 
201704281453 170   6 
201704281521 160   7 
201704281553 200   3 
201704281653 990   5 
201704281753 250   5 
201704281853 990   5 
201704281953 180   9 
201704282051 990   5 
201704282053 200   6 
201704282153 170   8 
201704282253 150   6 
201704282353 990   9 
201704290053 160   8 
201704290153 170   7 
201704290253 990   7 
201704290353 170   7 
201704290453 170   7 
201704290553 170   6 
201704290653 120   7 
201704290753 160   5 
201704290759 *** *** 
201704290853 170   3 
201704290953 ***   0 
201704291053 ***   0 
201704291153 150   5 
201704291253 ***   0 
201704291353 ***   0 
201704291453 ***   0 
201704291553 160   6 
201704291653 170   9 
201704291753 990   7 
201704291853 990   7 
201704291953 180   7 
201704292053 ***   0 
201704292153 ***   0 
201704292253 040   5 
201704292353 160  13 
201704300053 150  16 
201704300153 140  15 
201704300253 150  13 
201704300353 140  15 
201704300453 150  15 
201704300553 160  16 
201704300653 170  15 
201704300732 170  14 
201704300753 160  14 
201704300759 *** *** 
201704300853 160  13 
201704300916 160   9 
201704300953 170   9 
201704301023 170   9 
201704301051 200   7 
201704301053 210   6 
201704301153 990   3 
201704301253 990   3 
201704301353 180   5 
201704301453 220   5 
201704301553 990   6 
201704301653 990   3 
201704301753 990   7 
201704301853 160  10 
201704301953 170   9 
201704302053 160  11 
201704302153 150  11 
201704302253 160  10 
201704302353 170  13 
201705010053 160   7 
201705010153 170   9 
201705010253 160   7 
201705010353 170   6 
201705010453 140   5 
201705010553 170   6 
201705010653 160   7 
201705010753 160   5 
201705010759 *** *** 
201705010759 *** *** 
201705010853 150   9 
201705010953 150   9 
201705011053 150   8 
201705011153 140   7 
201705011253 140   8 
201705011353 150   7 
201705011453 150   8 
201705011553 170   6 
201705011653 170   7 
201705011753 160   6 
201705011848 180   6 
201705011853 190   6 
201705011936 990   5 
201705011943 170   8 
201705011953 180   5 
201705012014 190   7 
201705012053 990   5 
201705012153 160  11 
201705012253 990   7 
201705012353 180   8 
201705020053 990   5 
201705020153 180   3 
201705020253 ***   0 
201705020353 ***   0 
201705020453 ***   0 
201705020553 140   6 
201705020653 ***   0 
201705020753 ***   0 
201705020759 *** *** 
201705020853 ***   0 
201705020953 ***   0 
201705021053 360   3 
201705021153 ***   0 
201705021253 ***   0 
201705021353 ***   0 
201705021453 040   3 
201705021553 010   5 
201705021653 *** *** 
201705021753 140   5 
201705021853 180   6 
201705021953 990   3 
201705022053 230   6 
201705022153 990   6 
201705022253 180   3 
201705022353 170   5 
201705030053 ***   0 
201705030153 ***   0 
201705030253 ***   0 
201705030353 ***   0 
201705030453 150   5 
201705030553 160   5 
201705030653 ***   0 
201705030753 050   6 
201705030759 *** *** 
201705030825 050   6 
201705030853 040   6 
201705030953 320   6 
201705031021 300   3 
201705031036 320   3 
201705031049 990   5 
201705031053 ***   0 
201705031126 020   5 
201705031130 990   3 
201705031153 ***   0 
201705031223 020   3 
201705031230 ***   0 
201705031238 ***   0 
201705031253 ***   0 
201705031314 ***   0 
201705031353 010   3 
201705031400 330   5 
201705031414 010   5 
201705031422 340   3 
201705031453 350   3 
201705031515 350   5 
201705031553 010   5 
201705031600 020   6 
201705031608 020   3 
201705031653 360   3 
201705031700 330   5 
201705031719 010   3 
201705031721 ***   0 
201705031751 360   3 
201705031753 360   3 
201705031800 ***   0 
201705031820 340   5 
201705031853 340   3 
201705031901 360   3 
201705031953 350   5 
201705032000 *** *** 
201705032039 350   7 
201705032051 360   7 
201705032053 990   6 
201705032100 010   8 
201705032111 010   7 
201705032124 010   7 
201705032151 360   8 
201705032153 350   7 
201705032253 020   7 
201705032326 010   7 
201705032353 020   9 
201705040053 020  13 
201705040151 010   8 
201705040153 020  10 
201705040253 010   9 
201705040353 010   9 
201705040453 360   6 
201705040553 010   6 
201705040653 020   5 
201705040753 350   3 
201705040759 *** *** 
201705040853 ***   0 
201705040953 ***   0 
201705041010 ***   0 
201705041025 ***   0 
201705041029 ***   0 
201705041053 ***   0 
201705041058 ***   0 
201705041112 ***   0 
201705041147 ***   0 
201705041151 ***   0 
201705041153 ***   0 
201705041157 ***   0 
201705041203 ***   0 
201705041237 ***   0 
201705041246 ***   0 
201705041253 ***   0 
201705041308 ***   0 
201705041342 ***   0 
201705041353 ***   0 
201705041423 ***   0 
201705041438 ***   0 
201705041453 040   3 
201705041553 020   5 
201705041653 ***   0 
201705041753 990   3 
201705041853 ***   0 
201705041953 300   5 
201705042053 300   5 
201705042153 300   6 
201705042253 270   6 
201705042353 260   7 
201705050050 990   6 
201705050053 190   6 
201705050103 130   7 
201705050118 150   6 
201705050131 ***   0 
201705050153 190   7 
201705050253 060   9 
