#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 16 06 50 110  5.0   MM    MM    MM    MM  MM 1015.6  14.7    MM  10.9   MM   MM    MM
2017 09 16 05 50 100  5.0   MM    MM    MM    MM  MM 1015.7  15.1    MM  11.3   MM   MM    MM
2017 09 16 04 50  40  3.0   MM    MM    MM    MM  MM 1015.6  14.9    MM  11.1   MM   MM    MM
2017 09 16 03 50 100  1.0   MM    MM    MM    MM  MM 1015.7  14.7    MM  12.6   MM   MM    MM
2017 09 16 02 50 310  1.0   MM    MM    MM    MM  MM 1015.7  15.0    MM  11.1   MM   MM    MM
2017 09 16 01 50 250  1.0   MM    MM    MM    MM  MM 1015.8  15.5    MM  12.0   MM   MM    MM
2017 09 16 00 50 190  2.0   MM    MM    MM    MM  MM 1015.9  16.0    MM  10.8   MM   MM    MM
2017 09 15 23 50 180  3.0   MM    MM    MM    MM  MM 1016.6  16.6    MM  11.7   MM   MM    MM
2017 09 15 22 50  20  1.0   MM    MM    MM    MM  MM 1016.7  17.1    MM  10.8   MM   MM    MM
2017 09 15 21 50 180  1.0   MM    MM    MM    MM  MM 1017.5  17.0    MM  10.5   MM   MM    MM
2017 09 15 20 50 130  1.0   MM    MM    MM    MM  MM 1017.8  15.5    MM   9.0   MM   MM    MM
2017 09 15 19 50 150  2.0   MM    MM    MM    MM  MM 1018.2  14.4    MM   8.8   MM   MM    MM
2017 09 15 18 50 120  3.0   MM    MM    MM    MM  MM 1018.4  13.3    MM   8.7   MM   MM    MM
2017 09 15 17 50 260  1.0   MM    MM    MM    MM  MM 1018.7  12.5    MM   9.6   MM   MM    MM
2017 09 15 15 50 310  1.0   MM    MM    MM    MM  MM 1018.9  10.5    MM   8.9   MM   MM    MM
2017 09 15 14 50  MM  0.0   MM    MM    MM    MM  MM 1018.6   9.8    MM   8.5   MM   MM    MM
2017 09 15 13 50 270  2.0   MM    MM    MM    MM  MM 1018.1  10.5    MM   8.4   MM   MM    MM
2017 09 15 12 50  30  2.0   MM    MM    MM    MM  MM 1017.7  10.5    MM   8.4   MM   MM    MM
2017 09 15 11 50 300  1.0   MM    MM    MM    MM  MM 1017.3  11.2    MM   9.8   MM   MM    MM
2017 09 15 10 50  90  1.0   MM    MM    MM    MM  MM 1016.8  13.0    MM   9.9   MM   MM    MM
2017 09 15 09 50 120  2.0   MM    MM    MM    MM  MM 1016.5  13.1    MM   9.7   MM   MM    MM
2017 09 15 08 50  90  3.0   MM    MM    MM    MM  MM 1016.1  13.3    MM  10.7   MM   MM    MM
2017 09 15 07 50 140  1.0   MM    MM    MM    MM  MM 1015.7  12.9    MM   9.5   MM   MM    MM
2017 09 15 06 50 120  1.0   MM    MM    MM    MM  MM 1014.9  13.3    MM   8.9   MM   MM    MM
2017 09 15 05 50 300  1.0   MM    MM    MM    MM  MM 1014.7  13.5    MM  10.0   MM   MM    MM
2017 09 15 04 50  80  2.0   MM    MM    MM    MM  MM 1014.5  13.4    MM   9.9   MM   MM    MM
2017 09 15 03 50 270  2.0   MM    MM    MM    MM  MM 1014.3  14.8    MM   9.9   MM   MM    MM
2017 09 15 02 50 210  3.0   MM    MM    MM    MM  MM 1014.1  15.3    MM   9.7   MM   MM    MM
2017 09 15 01 50 250  2.0   MM    MM    MM    MM  MM 1014.0  17.0    MM   7.5   MM   MM    MM
2017 09 15 00 50 280  5.0   MM    MM    MM    MM  MM 1013.5  16.9    MM   8.4   MM   MM    MM
2017 09 14 23 50 270  7.0   MM    MM    MM    MM  MM 1013.3  16.7    MM   8.5   MM   MM    MM
2017 09 14 22 50 250  7.0   MM    MM    MM    MM  MM 1013.4  16.8    MM   8.4   MM   MM    MM
2017 09 14 21 50 260  8.0   MM    MM    MM    MM  MM 1013.6  16.3    MM   9.4   MM   MM    MM
2017 09 14 20 50 210  7.0   MM    MM    MM    MM  MM 1013.8  16.2    MM    MM   MM   MM    MM
2017 09 14 19 50 160  7.0   MM    MM    MM    MM  MM 1013.6  18.9    MM   3.7   MM   MM    MM
2017 09 14 18 50 210  7.0   MM    MM    MM    MM  MM 1013.8  18.6    MM   4.5   MM   MM    MM
2017 09 14 17 50 200  8.0   MM    MM    MM    MM  MM 1014.2  18.3    MM   6.1   MM   MM    MM
2017 09 14 16 50 270  7.0   MM    MM    MM    MM  MM 1014.5  16.9    MM   6.6   MM   MM    MM
2017 09 14 15 50 270  6.0   MM    MM    MM    MM  MM 1014.4  15.5    MM   7.5   MM   MM    MM
2017 09 14 14 50 260  6.0   MM    MM    MM    MM  MM 1014.2  16.1    MM   6.3   MM   MM    MM
2017 09 14 13 50 260  7.0   MM    MM    MM    MM  MM 1013.7  15.4    MM   6.5   MM   MM    MM
2017 09 14 12 50 280  3.0   MM    MM    MM    MM  MM 1013.3  16.3    MM   5.0   MM   MM    MM
2017 09 14 11 50 280  3.0   MM    MM    MM    MM  MM 1013.1  15.1    MM   4.9   MM   MM    MM
2017 09 14 10 50 170  3.0   MM    MM    MM    MM  MM 1012.9  14.7    MM   7.6   MM   MM    MM
2017 09 14 09 50 270  2.0   MM    MM    MM    MM  MM 1012.6  13.4    MM   8.4   MM   MM    MM
2017 09 14 08 50  30  1.0   MM    MM    MM    MM  MM 1012.5  14.0    MM  10.5   MM   MM    MM
2017 09 14 07 50 130  3.0   MM    MM    MM    MM  MM 1012.2  13.1    MM  11.7   MM   MM    MM
2017 09 14 06 50 260  2.0   MM    MM    MM    MM  MM 1012.3  13.7    MM  11.3   MM   MM    MM
2017 09 14 05 50  40  3.0   MM    MM    MM    MM  MM 1012.1  14.1    MM  11.8   MM   MM    MM
2017 09 14 04 50 300  2.0   MM    MM    MM    MM  MM 1012.4  13.7    MM  11.8   MM   MM    MM
2017 09 14 03 50  MM  0.0   MM    MM    MM    MM  MM 1012.5  14.7    MM  11.4   MM   MM    MM
2017 09 14 02 50 190  1.0   MM    MM    MM    MM  MM 1012.2  14.8    MM  11.6   MM   MM    MM
2017 09 14 01 50 230  1.0   MM    MM    MM    MM  MM 1012.2  14.8    MM  12.0   MM   MM    MM
2017 09 14 00 50 280  2.0   MM    MM    MM    MM  MM 1012.6  15.4    MM  11.9   MM   MM    MM
2017 09 13 23 50 280  5.0   MM    MM    MM    MM  MM 1012.9  15.1    MM  11.7   MM   MM    MM
2017 09 13 22 50 260  6.0   MM    MM    MM    MM  MM 1013.3  15.5    MM  11.0   MM   MM    MM
2017 09 13 21 50 260  6.0   MM    MM    MM    MM  MM 1013.6  15.7    MM  11.3   MM   MM    MM
2017 09 13 20 50 230  5.0   MM    MM    MM    MM  MM 1014.2  15.3    MM  11.5   MM   MM    MM
2017 09 13 19 50 270  5.0   MM    MM    MM    MM  MM 1014.5  15.1    MM  11.7   MM   MM    MM
2017 09 13 18 50 270  6.0   MM    MM    MM    MM  MM 1015.0  14.5    MM  11.8   MM   MM    MM
2017 09 13 17 50 270  5.0   MM    MM    MM    MM  MM 1015.2  14.7    MM  11.8   MM   MM    MM
2017 09 13 16 50 280  4.0   MM    MM    MM    MM  MM 1015.4  14.3    MM  11.6   MM   MM    MM
2017 09 13 15 50 230  4.0   MM    MM    MM    MM  MM 1015.4  13.9    MM  11.2   MM   MM    MM
2017 09 13 14 50 210  4.0   MM    MM    MM    MM  MM 1015.2  13.6    MM  10.9   MM   MM    MM
2017 09 13 13 50 190  3.0   MM    MM    MM    MM  MM 1015.0  13.9    MM  11.6   MM   MM    MM
2017 09 13 12 50 260  4.0   MM    MM    MM    MM  MM 1014.6  14.0    MM  11.5   MM   MM    MM
2017 09 13 11 50 270  4.0   MM    MM    MM    MM  MM 1014.4  14.4    MM  11.2   MM   MM    MM
2017 09 13 10 50 290  4.0   MM    MM    MM    MM  MM 1014.3  14.7    MM  10.9   MM   MM    MM
2017 09 13 09 50 270  6.0   MM    MM    MM    MM  MM 1014.3  15.3    MM  11.2   MM   MM    MM
2017 09 13 08 50 270  8.0   MM    MM    MM    MM  MM 1014.3  15.5    MM  10.3   MM   MM    MM
2017 09 13 07 50 280  6.0   MM    MM    MM    MM  MM 1014.4  15.9    MM  11.0   MM   MM    MM
2017 09 13 06 50 260  2.0   MM    MM    MM    MM  MM 1014.2  16.5    MM  10.5   MM   MM    MM
2017 09 13 05 50 110  1.0   MM    MM    MM    MM  MM 1013.8  16.6    MM  12.8   MM   MM    MM
2017 09 13 04 50 330  1.0   MM    MM    MM    MM  MM 1013.7  16.6    MM  12.4   MM   MM    MM
2017 09 13 03 50 220  2.0   MM    MM    MM    MM  MM 1013.8  16.1    MM  12.8   MM   MM    MM
2017 09 13 02 50 210  3.0   MM    MM    MM    MM  MM 1013.5  16.5    MM  13.1   MM   MM    MM
2017 09 13 01 50 270  3.0   MM    MM    MM    MM  MM 1013.6  17.3    MM  13.3   MM   MM    MM
2017 09 13 00 50 280  4.0   MM    MM    MM    MM  MM 1013.6  17.6    MM  13.1   MM   MM    MM
2017 09 12 23 50 280  4.0   MM    MM    MM    MM  MM 1014.1  18.1    MM  13.1   MM   MM    MM
2017 09 12 22 50 270  3.0   MM    MM    MM    MM  MM 1014.4  17.9    MM  12.7   MM   MM    MM
2017 09 12 21 50 260  3.0   MM    MM    MM    MM  MM 1015.0  17.9    MM  12.8   MM   MM    MM
2017 09 12 20 50 270  4.0   MM    MM    MM    MM  MM 1015.6  17.2    MM  12.3   MM   MM    MM
2017 09 12 19 50 270  5.0   MM    MM    MM    MM  MM 1015.6  16.8    MM  12.2   MM   MM    MM
2017 09 12 18 50 260  5.0   MM    MM    MM    MM  MM 1015.7  17.0    MM  12.7   MM   MM    MM
2017 09 12 17 50 260  3.0   MM    MM    MM    MM  MM 1016.2  16.3    MM  12.7   MM   MM    MM
2017 09 12 16 50 120  5.0   MM    MM    MM    MM  MM 1016.2  16.3    MM  12.9   MM   MM    MM
2017 09 12 15 50  70  4.0   MM    MM    MM    MM  MM 1015.7  16.3    MM  13.8   MM   MM    MM
2017 09 12 14 50  60  2.0   MM    MM    MM    MM  MM 1016.1  15.8    MM  14.2   MM   MM    MM
2017 09 12 13 50  80  2.0   MM    MM    MM    MM  MM 1015.9  15.9    MM  14.6   MM   MM    MM
2017 09 12 12 50 320  1.0   MM    MM    MM    MM  MM 1015.6  15.5    MM  14.3   MM   MM    MM
2017 09 12 11 50 140  3.0   MM    MM    MM    MM  MM 1015.7  16.1    MM  14.6   MM   MM    MM
2017 09 12 10 50  90  2.0   MM    MM    MM    MM  MM 1015.9  16.2    MM  14.3   MM   MM    MM
2017 09 12 09 50 190  2.0   MM    MM    MM    MM  MM 1016.2  15.6    MM  13.4   MM   MM    MM
2017 09 12 08 50 250  3.0   MM    MM    MM    MM  MM 1015.8  15.5    MM  13.2   MM   MM    MM
2017 09 12 07 50  90  3.0   MM    MM    MM    MM  MM 1015.9  16.0    MM  13.2   MM   MM    MM
2017 09 12 06 50 120  3.0   MM    MM    MM    MM  MM 1015.8  16.7    MM  13.3   MM   MM    MM
2017 09 12 05 50 220  4.0   MM    MM    MM    MM  MM 1015.8  17.0    MM  13.1   MM   MM    MM
2017 09 12 04 50 130  4.0   MM    MM    MM    MM  MM 1015.8  17.3    MM  13.3   MM   MM    MM
2017 09 12 03 50 140  5.0   MM    MM    MM    MM  MM 1015.9  17.8    MM  13.5   MM   MM    MM
2017 09 12 02 50 130  5.0   MM    MM    MM    MM  MM 1015.7  18.8    MM  13.0   MM   MM    MM
2017 09 12 01 50 120  6.0   MM    MM    MM    MM  MM 1016.0  19.4    MM  14.5   MM   MM    MM
2017 09 12 00 50  60  2.0   MM    MM    MM    MM  MM 1016.6  19.5    MM  15.1   MM   MM    MM
2017 09 11 23 50 110  1.0   MM    MM    MM    MM  MM 1017.1  19.7    MM  15.3   MM   MM    MM
2017 09 11 22 50  80  2.0   MM    MM    MM    MM  MM 1017.4  19.4    MM  14.9   MM   MM    MM
2017 09 11 21 50  50  3.0   MM    MM    MM    MM  MM 1018.0  19.6    MM  14.7   MM   MM    MM
2017 09 11 20 50 120  2.0   MM    MM    MM    MM  MM 1018.7  17.9    MM  14.6   MM   MM    MM
2017 09 11 19 50 210  2.0   MM    MM    MM    MM  MM 1019.5  17.0    MM  13.5   MM   MM    MM
2017 09 11 18 50 230  2.0   MM    MM    MM    MM  MM 1020.0  17.1    MM  12.4   MM   MM    MM
2017 09 11 17 50 220  2.0   MM    MM    MM    MM  MM 1020.6  15.0    MM  12.1   MM   MM    MM
2017 09 11 16 50 360  1.0   MM    MM    MM    MM  MM 1020.7  14.5    MM  12.6   MM   MM    MM
2017 09 11 15 50  30  2.0   MM    MM    MM    MM  MM 1021.2  13.1    MM  11.8   MM   MM    MM
2017 09 11 14 50  70  1.0   MM    MM    MM    MM  MM 1021.7  12.3    MM  11.3   MM   MM    MM
2017 09 11 13 50  60  2.0   MM    MM    MM    MM  MM 1022.0  12.1    MM  11.2   MM   MM    MM
2017 09 11 12 50 290  1.0   MM    MM    MM    MM  MM 1022.3  12.5    MM  11.5   MM   MM    MM
2017 09 11 11 50 310  2.0   MM    MM    MM    MM  MM 1022.4  12.8    MM  11.7   MM   MM    MM
2017 09 11 10 50 330  2.0   MM    MM    MM    MM  MM 1022.7  13.3    MM  11.9   MM   MM    MM
2017 09 11 09 50 180  1.0   MM    MM    MM    MM  MM 1022.9  14.7    MM  12.9   MM   MM    MM
2017 09 11 08 50  50  1.0   MM    MM    MM    MM  MM 1023.4  14.4    MM  12.6   MM   MM    MM
2017 09 11 07 50  40  1.0   MM    MM    MM    MM  MM 1023.5  14.1    MM  12.0   MM   MM    MM
2017 09 11 06 50 150  2.0   MM    MM    MM    MM  MM 1023.6  15.5    MM  11.8   MM   MM    MM
2017 09 11 05 50 140  1.0   MM    MM    MM    MM  MM 1023.9  16.0    MM  12.5   MM   MM    MM
2017 09 11 04 50 280  2.0   MM    MM    MM    MM  MM 1024.0  15.3    MM  12.9   MM   MM    MM
2017 09 11 03 50 120  1.0   MM    MM    MM    MM  MM 1023.9  16.6    MM  12.3   MM   MM    MM
2017 09 11 02 50 200  1.0   MM    MM    MM    MM  MM 1023.9  17.5    MM  11.5   MM   MM    MM
2017 09 11 01 50 190  2.0   MM    MM    MM    MM  MM 1024.0  17.0    MM  13.0   MM   MM    MM
2017 09 11 00 50 200  2.0   MM    MM    MM    MM  MM 1024.2  17.6    MM  11.6   MM   MM    MM
2017 09 10 23 50 110  3.0   MM    MM    MM    MM  MM 1024.7  17.5    MM  11.5   MM   MM    MM
2017 09 10 22 50 230  2.0   MM    MM    MM    MM  MM 1025.1  17.2    MM  13.3   MM   MM    MM
2017 09 10 21 50 130  3.0   MM    MM    MM    MM  MM 1025.7  16.9    MM  12.7   MM   MM    MM
2017 09 10 20 50 130  4.0   MM    MM    MM    MM  MM 1025.7  15.6    MM  13.1   MM   MM    MM
2017 09 10 19 50 130  5.0   MM    MM    MM    MM  MM 1025.8  14.9    MM  13.1   MM   MM    MM
2017 09 10 18 50 130  5.0   MM    MM    MM    MM  MM 1025.7  13.6    MM  12.7   MM   MM    MM
2017 09 10 17 50 120  7.0   MM    MM    MM    MM  MM 1025.7  13.1    MM  12.5   MM   MM    MM
2017 09 10 16 50 120  6.0   MM    MM    MM    MM  MM 1025.3  12.9    MM  12.1   MM   MM    MM
2017 09 10 15 50 130  4.0   MM    MM    MM    MM  MM 1025.1  13.0    MM  12.1   MM   MM    MM
2017 09 10 14 50 120  3.0   MM    MM    MM    MM  MM 1025.0  12.9    MM  11.9   MM   MM    MM
2017 09 10 13 50 130  3.0   MM    MM    MM    MM  MM 1024.5  13.2    MM  12.2   MM   MM    MM
2017 09 10 12 50 130  4.0   MM    MM    MM    MM  MM 1023.9  13.3    MM  12.2   MM   MM    MM
2017 09 10 11 50 130  7.0   MM    MM    MM    MM  MM 1023.4  13.6    MM  12.5   MM   MM    MM
2017 09 10 10 50 120  7.0   MM    MM    MM    MM  MM 1022.9  13.7    MM  12.6   MM   MM    MM
2017 09 10 09 50 120  5.0   MM    MM    MM    MM  MM 1022.9  14.7    MM  13.5   MM   MM    MM
2017 09 10 08 50 120  5.0   MM    MM    MM    MM  MM 1022.5  14.3    MM  12.8   MM   MM    MM
2017 09 10 07 50 120  5.0   MM    MM    MM    MM  MM 1021.8  14.8    MM  13.5   MM   MM    MM
2017 09 10 06 50 120  5.0   MM    MM    MM    MM  MM 1021.3  14.7    MM  13.5   MM   MM    MM
2017 09 10 05 50 130  6.0   MM    MM    MM    MM  MM 1020.7  14.9    MM  13.5   MM   MM    MM
2017 09 10 04 50 140  4.0   MM    MM    MM    MM  MM 1020.4  14.7    MM  13.4   MM   MM    MM
2017 09 10 03 50 130  5.0   MM    MM    MM    MM  MM 1020.0  15.0    MM  13.3   MM   MM    MM
2017 09 10 02 50 120  5.0   MM    MM    MM    MM  MM 1019.4  15.4    MM  13.1   MM   MM    MM
2017 09 10 01 50 130  5.0   MM    MM    MM    MM  MM 1018.5  15.6    MM  13.0   MM   MM    MM
2017 09 10 00 50 130  7.0   MM    MM    MM    MM  MM 1017.9  15.9    MM  12.6   MM   MM    MM
2017 09 09 22 50 120  7.0   MM    MM    MM    MM  MM 1017.4  14.4    MM  12.9   MM   MM    MM
2017 09 09 21 50 120  9.0   MM    MM    MM    MM  MM 1017.0  14.8    MM  12.2   MM   MM    MM
2017 09 09 20 50 310  3.0   MM    MM    MM    MM  MM 1017.0  14.3    MM  13.1   MM   MM    MM
2017 09 09 19 50  30  1.0   MM    MM    MM    MM  MM 1016.8  14.4    MM  12.8   MM   MM    MM
2017 09 09 18 50 290  1.0   MM    MM    MM    MM  MM 1016.6  14.0    MM  12.5   MM   MM    MM
2017 09 09 17 50 130  3.0   MM    MM    MM    MM  MM 1016.5  14.3    MM  12.3   MM   MM    MM
2017 09 09 16 50 130  6.0   MM    MM    MM    MM  MM 1016.1  14.7    MM  12.2   MM   MM    MM
2017 09 09 15 50 120  6.0   MM    MM    MM    MM  MM 1016.0  14.7    MM  12.2   MM   MM    MM
2017 09 09 14 50 110  7.0   MM    MM    MM    MM  MM 1015.9  14.5    MM  12.0   MM   MM    MM
2017 09 09 13 50 130  8.0   MM    MM    MM    MM  MM 1015.3  14.5    MM  11.9   MM   MM    MM
2017 09 09 12 50 130  8.0   MM    MM    MM    MM  MM 1014.9  14.5    MM  12.0   MM   MM    MM
2017 09 09 11 50 120  9.0   MM    MM    MM    MM  MM 1014.3  14.6    MM  11.8   MM   MM    MM
2017 09 09 10 50 140  7.0   MM    MM    MM    MM  MM 1014.0  14.5    MM  11.9   MM   MM    MM
2017 09 09 09 50 130  9.0   MM    MM    MM    MM  MM 1013.9  14.5    MM  12.4   MM   MM    MM
2017 09 09 08 50 130  8.0   MM    MM    MM    MM  MM 1013.9  15.1    MM  12.5   MM   MM    MM
2017 09 09 07 50 130  7.0   MM    MM    MM    MM  MM 1013.9  15.5    MM  12.2   MM   MM    MM
2017 09 09 06 50 130  8.0   MM    MM    MM    MM  MM 1013.3  16.0    MM  12.7   MM   MM    MM
2017 09 09 05 50 120  7.0   MM    MM    MM    MM  MM 1012.8  15.9    MM  13.5   MM   MM    MM
2017 09 09 04 50 120  7.0   MM    MM    MM    MM  MM 1012.7  16.2    MM  14.7   MM   MM    MM
2017 09 09 03 50 120  7.0   MM    MM    MM    MM  MM 1012.7  16.2    MM  14.3   MM   MM    MM
2017 09 09 02 50 120  7.0   MM    MM    MM    MM  MM 1012.5  16.7    MM  14.5   MM   MM    MM
2017 09 09 01 50 110  6.0   MM    MM    MM    MM  MM 1012.6  16.6    MM  14.6   MM   MM    MM
2017 09 09 00 50 120  6.0   MM    MM    MM    MM  MM 1012.8  17.1    MM  15.1   MM   MM    MM
2017 09 08 23 50 120  4.0   MM    MM    MM    MM  MM 1013.1  17.0    MM  15.2   MM   MM    MM
2017 09 08 22 50 120  4.0   MM    MM    MM    MM  MM 1013.4  17.0    MM  15.9   MM   MM    MM
2017 09 08 21 50 120  4.0   MM    MM    MM    MM  MM 1013.6  17.0    MM  15.7   MM   MM    MM
2017 09 08 20 50 120  5.0   MM    MM    MM    MM  MM 1013.9  16.8    MM  15.6   MM   MM    MM
2017 09 08 19 50 120  6.0   MM    MM    MM    MM  MM 1014.1  16.4    MM  15.4   MM   MM    MM
2017 09 08 18 50 120  5.0   MM    MM    MM    MM  MM 1014.4  16.4    MM  15.4   MM   MM    MM
2017 09 08 17 50 120  6.0   MM    MM    MM    MM  MM 1014.2  16.4    MM  15.5   MM   MM    MM
2017 09 08 02 50 120  3.0   MM    MM    MM    MM  MM 1010.7  17.5    MM  15.3   MM   MM    MM
2017 09 08 01 50 140  3.0   MM    MM    MM    MM  MM 1010.7  17.5    MM  15.4   MM   MM    MM
2017 09 08 00 50 120  4.0   MM    MM    MM    MM  MM 1010.2  17.6    MM  15.3   MM   MM    MM
2017 09 07 23 50 110  5.0   MM    MM    MM    MM  MM 1010.5  17.2    MM  15.2   MM   MM    MM
2017 09 07 22 50 120  6.0   MM    MM    MM    MM  MM 1010.4  18.8    MM  15.7   MM   MM    MM
2017 09 07 21 50 120  5.0   MM    MM    MM    MM  MM 1010.6  19.1    MM  16.2   MM   MM    MM
2017 09 07 20 50 120  4.0   MM    MM    MM    MM  MM 1011.1  17.9    MM  16.1   MM   MM    MM
2017 09 07 19 50 120  4.0   MM    MM    MM    MM  MM 1011.7  18.1    MM  16.0   MM   MM    MM
2017 09 07 18 50 100  4.0   MM    MM    MM    MM  MM 1012.2  16.9    MM  15.5   MM   MM    MM
2017 09 07 17 50 120  3.0   MM    MM    MM    MM  MM 1012.2  16.5    MM  15.1   MM   MM    MM
2017 09 07 16 50 120  3.0   MM    MM    MM    MM  MM 1012.1  16.3    MM  15.3   MM   MM    MM
2017 09 07 15 50 120  4.0   MM    MM    MM    MM  MM 1012.3  16.1    MM  15.0   MM   MM    MM
2017 09 07 14 50 120  5.0   MM    MM    MM    MM  MM 1012.5  16.1    MM  14.9   MM   MM    MM
2017 09 07 13 50 120  6.0   MM    MM    MM    MM  MM 1012.6  15.9    MM  14.7   MM   MM    MM
2017 09 07 12 50 120  3.0   MM    MM    MM    MM  MM 1012.3  15.9    MM  14.9   MM   MM    MM
2017 09 07 11 50 110  4.0   MM    MM    MM    MM  MM 1012.8  16.2    MM  15.0   MM   MM    MM
2017 09 07 10 50 120  4.0   MM    MM    MM    MM  MM 1012.8  16.3    MM  15.0   MM   MM    MM
2017 09 07 09 50 110  2.0   MM    MM    MM    MM  MM 1013.0  16.9    MM  15.2   MM   MM    MM
2017 09 07 08 50 120  5.0   MM    MM    MM    MM  MM 1012.9  17.1    MM  15.4   MM   MM    MM
2017 09 07 07 50 120  5.0   MM    MM    MM    MM  MM 1012.6  17.0    MM  15.2   MM   MM    MM
2017 09 07 06 50  40  5.0   MM    MM    MM    MM  MM 1012.5  17.3    MM  15.1   MM   MM    MM
2017 09 07 05 50  50  3.0   MM    MM    MM    MM  MM 1012.1  17.6    MM  15.5   MM   MM    MM
2017 09 07 04 50  70  2.0   MM    MM    MM    MM  MM 1011.8  17.3    MM  15.2   MM   MM    MM
2017 09 07 03 50 120  3.0   MM    MM    MM    MM  MM 1012.2  17.8    MM  15.4   MM   MM    MM
2017 09 07 02 50 120  3.0   MM    MM    MM    MM  MM 1011.7  17.4    MM  15.0   MM   MM    MM
2017 09 07 01 50 120  4.0   MM    MM    MM    MM  MM 1011.6  18.0    MM  14.9   MM   MM    MM
2017 09 07 00 50 120  6.0   MM    MM    MM    MM  MM 1011.2  18.8    MM  15.1   MM   MM    MM
2017 09 06 23 50 120  5.0   MM    MM    MM    MM  MM 1011.6  19.2    MM  15.3   MM   MM    MM
2017 09 06 22 50 140  3.0   MM    MM    MM    MM  MM 1011.7  18.6    MM  15.3   MM   MM    MM
2017 09 06 21 50 270  1.0   MM    MM    MM    MM  MM 1012.1  18.8    MM  16.1   MM   MM    MM
2017 09 06 20 40  60  1.0   MM    MM    MM    MM  MM 1012.4  18.5    MM  15.8   MM   MM    MM
2017 09 06 19 50  90  1.0   MM    MM    MM    MM  MM 1012.8  18.5    MM  15.3   MM   MM    MM
2017 09 06 18 50 120  3.0   MM    MM    MM    MM  MM 1012.9  17.4    MM  15.4   MM   MM    MM
2017 09 06 16 50 120  4.0   MM    MM    MM    MM  MM 1013.6  17.2    MM  15.5   MM   MM    MM
2017 09 06 15 50 120  3.0   MM    MM    MM    MM  MM 1013.5  17.3    MM  15.1   MM   MM    MM
2017 09 06 13 50 130  5.0   MM    MM    MM    MM  MM 1013.2  18.1    MM  14.8   MM   MM    MM
2017 09 06 12 50 140  5.0   MM    MM    MM    MM  MM 1013.1  17.6    MM  15.2   MM   MM    MM
2017 09 06 11 50 120  5.0   MM    MM    MM    MM  MM 1013.1  17.6    MM  15.0   MM   MM    MM
2017 09 06 10 50 120  3.0   MM    MM    MM    MM  MM 1012.8  18.1    MM  15.0   MM   MM    MM
2017 09 06 09 50 130  2.0   MM    MM    MM    MM  MM 1012.7  17.7    MM  15.5   MM   MM    MM
2017 09 06 08 50 160  2.0   MM    MM    MM    MM  MM 1012.5  17.9    MM  15.6   MM   MM    MM
2017 09 06 07 50 150  2.0   MM    MM    MM    MM  MM 1012.6  18.1    MM  15.5   MM   MM    MM
2017 09 06 06 50 180  2.0   MM    MM    MM    MM  MM 1012.4  18.5    MM  15.7   MM   MM    MM
2017 09 06 05 50 250  2.0   MM    MM    MM    MM  MM 1012.1  18.0    MM  16.7   MM   MM    MM
2017 09 06 04 50 190  2.0   MM    MM    MM    MM  MM 1011.6  18.7    MM  15.9   MM   MM    MM
2017 09 06 03 50  80  2.0   MM    MM    MM    MM  MM 1011.9  20.7    MM  15.5   MM   MM    MM
2017 09 06 02 50 340  2.0   MM    MM    MM    MM  MM 1011.3  20.2    MM  15.7   MM   MM    MM
2017 09 06 01 50 240  6.0   MM    MM    MM    MM  MM 1010.8  20.6    MM  16.5   MM   MM    MM
2017 09 06 00 50  MM  0.0   MM    MM    MM    MM  MM 1010.6  20.7    MM  17.1   MM   MM    MM
2017 09 05 23 50 280  5.0   MM    MM    MM    MM  MM 1011.6  22.1    MM  17.0   MM   MM    MM
2017 09 05 20 50 270  3.0   MM    MM    MM    MM  MM 1012.8  21.7    MM  17.9   MM   MM    MM
2017 09 05 19 50  MM  0.0   MM    MM    MM    MM  MM 1012.6  20.5    MM  18.0   MM   MM    MM
2017 09 05 18 50  50  2.0   MM    MM    MM    MM  MM 1012.5  19.9    MM  17.7   MM   MM    MM
2017 09 05 17 50  50  2.0   MM    MM    MM    MM  MM 1012.4  18.7    MM  17.1   MM   MM    MM
2017 09 05 16 50 270  2.0   MM    MM    MM    MM  MM 1012.2  18.3    MM  16.5   MM   MM    MM
2017 09 05 15 50  10  1.0   MM    MM    MM    MM  MM 1012.1  18.0    MM  16.7   MM   MM    MM
2017 09 05 14 50 290  2.0   MM    MM    MM    MM  MM 1012.2  17.6    MM  16.6   MM   MM    MM
2017 09 05 13 50 280  3.0   MM    MM    MM    MM  MM 1011.7  17.1    MM  16.4   MM   MM    MM
2017 09 05 12 50 300  2.0   MM    MM    MM    MM  MM 1011.6  17.0    MM  16.3   MM   MM    MM
2017 09 05 11 50 300  2.0   MM    MM    MM    MM  MM 1011.7  16.8    MM  16.0   MM   MM    MM
2017 09 05 10 50 350  1.0   MM    MM    MM    MM  MM 1011.8  17.3    MM  16.4   MM   MM    MM
2017 09 05 09 50 310  1.0   MM    MM    MM    MM  MM 1011.7  17.8    MM  16.8   MM   MM    MM
2017 09 05 08 50 310  2.0   MM    MM    MM    MM  MM 1011.9  18.1    MM  16.7   MM   MM    MM
